source_id,raison_sociale,pays_declare_brut,pays_declare_normalise,numero_tva_brut,numero_tva_nettoye,structure_reason,human_review_reason
4658,Metallo Transports GmbH,LU,LU,LU227290735,LU227290735,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4662,Ardent Materials NV,PL,PL,PL436114037G,PL436114037G,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4665,Corvus Materials Sp. z o.o.,BE,BE,BE022005479,BE022005479,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4678,Global Distribution Sp. z o.o.,FI,FI,FI584988846,FI584988846,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4679,Lumen Foods AB,FR,FR,N/A,NA,numero_tva_absent,Numero TVA absent
4680,Prima Industries Oy,DK,DK,DK0858252,DK0858252,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4683,Granit Logistics Lda,PT,PT,260464449,260464449,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4693,Alpine Industries Lda,ZZ,ZZ,ZZ237692333601,ZZ237692333601,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
4704,Verso Consulting Lda,NL,NL,NL951K78844B87,NL951K78844B87,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4710,Textil Materials Sp. z o.o.,QQ,QQ,QQ09399560565,QQ09399560565,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
4714,Prima Consulting SpA,PL,PL,2504562420,2504562420,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4717,Meridian Distribution SA,GB,GB,GB07754058167,GB07754058167,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
4718,Vertex Consulting BV,SE,SE,SE07169811K101,SE07169811K101,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4724,Vela Distribution SpA,DK,DK,78883464,78883464,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4726,Fabrica Materials BV,LU,LU,LU4575995,LU4575995,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4730,Nord Technologies Oy,FI,FI,FI6710811,FI6710811,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4732,Kappa Trading Oy,NL,NL,NL412114045K59,NL412114045K59,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4736,Meridian Logistics NV,XX,XX,XX106270649201,XX106270649201,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
4738,Vertex Distribution SA,NL,NL,NL056193385B924,NL056193385B924,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4741,Ardent Consulting Sp. z o.o.,SE,SE,817129759401,817129759401,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4742,Meridian Services SARL,IT,IT,83300508567,83300508567,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4746,Global Distribution AB,PL,PL,PLJ721476914,PLJ721476914,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4748,Lusitania Technologies NV,PL,PL,3720509130,3720509130,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4749,Lusitania Industries SA,QQ,QQ,QQ1799149268,QQ1799149268,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
4753,Verso Consulting BV,SE,SE,SE27839118820,SE27839118820,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4755,Baltic Industries SA,PT,PT, ,,numero_tva_absent,Numero TVA absent
4757,Prima Services GmbH,BE,BE,BE184687326,BE184687326,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4759,Solaris Trading BV,SE,SE,SE2195M4984401,SE2195M4984401,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4769,Textil Transports SA,SE,SE,SE04860106480O,SE04860106480O,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4773,Kappa Foods Sp. z o.o.,BE,BE,,,numero_tva_absent,Numero TVA absent
4778,Batavia Logistics A/S,DK,DK,DK0022762,DK0022762,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4784,Vertex Distribution Sp. z o.o.,NL,NL,NL9286G8947B40,NL9286G8947B40,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4787,Solaris Distribution Oy,DK,DK,DK8996763H,DK8996763H,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4794,Batavia Consulting SA,SE,SE,330594445001,330594445001,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4797,Fabrica Logistics Oy,FI,FI,FI301495196,FI301495196,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4798,Azur Industries SpA,BE,BE,BE021067835,BE021067835,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4799,Textil Distribution SARL,GB,GB,GB79469483,GB79469483,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
4800,Delta Trading SAS,ZZ,ZZ,ZZ72341220,ZZ72341220,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
4804,Baltic Transports Oy,DK,DK,DK007628654,DK007628654,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4810,Baltic Transports SARL,DK,DK,DKJ8867019,DKJ8867019,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4813,Delta Foods Sp. z o.o.,BE,BE,0618886625,0618886625,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4816,Solaris Services BV,DK,DK,29302804,29302804,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4818,Global Trading A/S,IT,IT,15 8519 14620,15851914620,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4819,Cobalt Industries Lda,BE,BE,0858749413,0858749413,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4822,Textil Trading Sp. z o.o.,FR,FR,FR778785K3904,FR778785K3904,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4823,Alpine Trading A/S,NL,NL,990697460B96,990697460B96,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4826,Kappa Services BV,BE,BE,BE16630338210,BE16630338210,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4827,Alpine Transports Sp. z o.o.,PT,PT,PT62672393,PT62672393,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4829,Ardent Consulting Sp. z o.o.,UK,UK,UK790551705,UK790551705,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
4833,Meridian Industries SAS,PL,PL,PL772M885911,PL772M885911,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4840,Lumen Consulting AB,FI,FI,FI8231762,FI8231762,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4845,Lumen Foods SAS,PT,PT,PT72521724O,PT72521724O,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4847,Atlantic Foods SA,FR,FR,FR719356089938,FR719356089938,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4855,Batavia Technologies Sp. z o.o.,DK,DK,DK4245174,DK4245174,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4857,Metallo Logistics SARL,FI,FI,FI2807368,FI2807368,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4862,Verso Technologies GmbH,NL,NL, ,,numero_tva_absent,Numero TVA absent
4863,Nord Transports SpA,NL,NL,382869084B80,382869084B80,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4867,Lumen Technologies GmbH,DK,DK,,,numero_tva_absent,Numero TVA absent
4874,Ardent Consulting BV,LU,LU,LU681399156,LU681399156,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4877,Batavia Technologies BV,FR,FR,FR1585G539306,FR1585G539306,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4880,Cobalt Industries SAS,IT,IT,IT327206173427,IT327206173427,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4886,Azur Industries SARL,PT,PT,PT59K386169,PT59K386169,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4890,Solaris Consulting AB,ZZ,ZZ,ZZ97322166139,ZZ97322166139,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
4893,Nord Distribution SA,PL,PL,8078418441,8078418441,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4896,Lumen Materials GmbH,BE,BE,-,,numero_tva_absent,Numero TVA absent
4897,Meridian Technologies A/S,LU,LU,N/A,NA,numero_tva_absent,Numero TVA absent
4904,Lumen Technologies BV,NL,NL,749052673B28,749052673B28,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4911,Meridian Industries BV,DK,DK,DK3M631341,DK3M631341,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4912,Prima Technologies Oy,GB,GB,GB768649258301,GB768649258301,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
4925,Vela Consulting Lda,QQ,QQ,QQ3201448861,QQ3201448861,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
4926,Granit Industries Oy,PL,PL,PL404931640,PL404931640,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4929,Solaris Services SA,PT,PT,230848648,230848648,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4932,Baltic Consulting A/S,BE,BE,BE175K958579,BE175K958579,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4933,Papyrus Technologies GmbH,ZZ,ZZ,ZZ87609477118,ZZ87609477118,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
4940,Lumen Industries Sp. z o.o.,BE,BE,BE09945093M6,BE09945093M6,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4941,Alpine Distribution A/S,DK,DK,DK8945244,DK8945244,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4942,Solaris Consulting GmbH,ZZ,ZZ,ZZ60043485,ZZ60043485,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
4945,Cobalt Industries A/S,XX,XX,XX0754414431,XX0754414431,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
4950,Lumen Materials Sp. z o.o.,PL,PL,PL796223799O,PL796223799O,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4954,Global Foods GmbH,XX,XX,XX22965110,XX22965110,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
4966,Batavia Materials SARL,FI,FI,FI6048921,FI6048921,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4973,Nord Transports SAS,SE,SE,-,,numero_tva_absent,Numero TVA absent
4977,Verso Logistics Lda,NL,NL,NL9774M7997B15,NL9774M7997B15,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4984,Orion Distribution Oy,IT,IT,IT4342482308,IT4342482308,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4985,Orion Consulting AB,SE,SE,SE40750303630,SE40750303630,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4986,Corvus Materials SARL,LU,LU,39162626,39162626,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4988,Ardent Foods SA,SE,SE,SE7464356224019,SE7464356224019,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4991,Meridian Technologies SA,LU,LU,LU3202634,LU3202634,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4993,Alpine Services SpA,FR,FR,FR536579559936,FR536579559936,format_invalide,Numero nettoye non conforme au format attendu pour le pays
4995,Hanse Technologies GmbH,PL,PL,PL10979438544,PL10979438544,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5002,Lusitania Logistics NV,FI,FI,74096682,74096682,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5004,Delta Foods GmbH,FI,FI, ,,numero_tva_absent,Numero TVA absent
5009,Solaris Foods Lda,DK,DK,DK249590311,DK249590311,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5012,Prima Industries A/S,GB,GB,GB1165727153,GB1165727153,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
5015,Azur Logistics AB,NL,NL,NL413870297B900,NL413870297B900,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5020,Global Distribution Sp. z o.o.,FI,FI, ,,numero_tva_absent,Numero TVA absent
5023,Baltic Distribution A/S,BE,BE,BE0O41586517,BE0O41586517,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5024,Alpine Foods GmbH,FI,FI,94787579,94787579,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5032,Delta Technologies SA,XX,XX,XX028344042B60,XX028344042B60,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5038,Fabrica Materials Oy,SE,SE,SE5435104004G1,SE5435104004G1,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5044,Batavia Distribution SARL,QQ,QQ,QQ0161530734,QQ0161530734,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5045,Cobalt Logistics Oy,DK,DK,null,NULL,numero_tva_absent,Numero TVA absent
5049,Alpine Services SpA,PL,PL,PL226051829,PL226051829,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5051,Meridian Transports SARL,FI,FI,42437091,42437091,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5052,Verso Services Oy,QQ,QQ,QQ1715391055,QQ1715391055,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5055,Granit Services A/S,NL,NL,NL7J7888987B67,NL7J7888987B67,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5069,Azur Distribution SA,XX,XX,XX5584885226,XX5584885226,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5072,Papyrus Distribution Lda,SE,SE,SE3031K5394801,SE3031K5394801,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5073,Global Distribution Lda,BE,BE,1530182918,1530182918,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5075,Textil Logistics SAS,SE,SE,SE393O09883101,SE393O09883101,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5079,Global Logistics AB,IT,IT,IT59442M72921,IT59442M72921,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5080,Fabrica Transports A/S,PL,PL,-,,numero_tva_absent,Numero TVA absent
5082,Azur Trading SpA,SE,SE,SE39227387560,SE39227387560,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5085,Atlantic Transports NV,UK,UK,UK01564781,UK01564781,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
5088,Vela Logistics NV,PT,PT,PT54220091,PT54220091,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5089,Azur Logistics GmbH,FI,FI,,,numero_tva_absent,Numero TVA absent
5095,Azur Foods Sp. z o.o.,SE,SE,833007627701,833007627701,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5105,Granit Technologies SARL,PT,PT,PTG62869454,PTG62869454,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5106,Global Technologies AB,PL,PL,PL502071961,PL502071961,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5112,Azur Foods SAS,DK,DK,DK6K399097,DK6K399097,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5122,Global Foods A/S,NL,NL,424166045B72,424166045B72,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5123,Ardent Consulting AB,SE,SE,656178108601,656178108601,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5125,Delta Technologies AB,DK,DK,79034983,79034983,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5126,Corvus Distribution BV,SE,SE,421362844101,421362844101,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5130,Cobalt Materials SA,XX,XX,XX68993685442,XX68993685442,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5145,Kappa Distribution SARL,FI,FI, ,,numero_tva_absent,Numero TVA absent
5147,Azur Logistics BV,IT,IT,64765343641,64765343641,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5154,Alpine Logistics NV,FI,FI,FI4403585K,FI4403585K,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5158,Fabrica Trading A/S,NL,NL,NL857476622B627,NL857476622B627,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5160,Atlantic Foods Lda,SE,SE,SE0065706202018,SE0065706202018,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5161,Fabrica Transports Lda,ZZ,ZZ,ZZ646016143001,ZZ646016143001,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5169,Verso Foods SAS,BE,BE,BE166079470,BE166079470,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5170,Metallo Distribution Sp. z o.o.,FI,FI,FI497328431,FI497328431,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5171,Papyrus Logistics SpA,DK,DK,DK6121000,DK6121000,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5175,Vela Services SARL,DK,DK,45505774,45505774,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5196,Azur Foods SARL,UK,UK,UK343560629201,UK343560629201,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
5197,Granit Services A/S,SE,SE,SE3071157998014,SE3071157998014,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5200,Granit Materials GmbH,FI,FI,fi849155738,FI849155738,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5210,Nord Distribution Lda,NL,NL,NL979610230B388,NL979610230B388,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5222,Global Industries Sp. z o.o.,FR,FR,72235477899,72235477899,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5228,Alpine Trading NV,BE,BE,BE027968584,BE027968584,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5231,Atlantic Services AB,PT,PT,PT3246493049,PT3246493049,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5234,Batavia Foods BV,GB,GB,GB205545017,GB205545017,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
5236,Kappa Logistics Oy,FI,FI,,,numero_tva_absent,Numero TVA absent
5243,Hanse Technologies GmbH,FR,FR,FR0228518817O,FR0228518817O,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5252,Granit Logistics SA,QQ,QQ,QQ19312119,QQ19312119,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5254,Baltic Distribution A/S,DK,DK,null,NULL,numero_tva_absent,Numero TVA absent
5255,Verso Materials AB,UK,UK,UK602869821B40,UK602869821B40,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
5257,Prima Logistics Lda,FI,FI,FI467J7761,FI467J7761,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5258,Granit Distribution GmbH,FI,FI,16549823,16549823,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5259,Delta Materials Lda,ZZ,ZZ,ZZ6854186534,ZZ6854186534,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5264,Verso Distribution BV,XX,XX,XX272417932B59,XX272417932B59,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5265,Vela Technologies SA,LU,LU,LU5543384,LU5543384,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5266,Solaris Industries A/S,PT,PT,PT97157873O,PT97157873O,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5268,Kappa Logistics SA,BE,BE,-,,numero_tva_absent,Numero TVA absent
5275,Delta Materials SAS,IT,IT,IT0723M366453,IT0723M366453,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5278,Verso Distribution BV,LU,LU,LU235771102,LU235771102,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5280,Atlantic Industries Sp. z o.o.,NL,NL,030954459B17,030954459B17,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5283,Lumen Distribution A/S,FI,FI,FI979G8746,FI979G8746,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5284,Vela Foods BV,PL,PL,PL7481399H69,PL7481399H69,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5305,Orion Transports Sp. z o.o.,XX,XX,XX03264781,XX03264781,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5307,Kappa Logistics SA,PT,PT,608732281,608732281,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5314,Lusitania Distribution Oy,PT,PT,PT9581389748,PT9581389748,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5319,Lumen Transports SA,FR,FR,FR5871510561,FR5871510561,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5324,Lusitania Transports GmbH,NL,NL,913629686B19,913629686B19,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5325,Vertex Services SA,NL,NL,530029133B23,530029133B23,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5330,Azur Consulting GmbH,IT,IT,IT711015818H5,IT711015818H5,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5333,Baltic Foods SA,XX,XX,XX1381274555,XX1381274555,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5335,Delta Industries SAS,IT,IT,IT6062J896356,IT6062J896356,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5338,Metallo Logistics AB,DK,DK,DK8039915,DK8039915,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5349,Prima Materials A/S,ZZ,ZZ,ZZ491557264,ZZ491557264,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5352,Global Foods Oy,SE,SE,164745959101,164745959101,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5360,Cobalt Distribution SAS,PT,PT,711298793,711298793,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5368,Kappa Services Sp. z o.o.,QQ,QQ,QQ77543082,QQ77543082,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5369,Verso Industries Oy,LU,LU,30643205,30643205,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5377,Delta Technologies Oy,UK,UK,UK902384473,UK902384473,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
5378,Granit Technologies SpA,PL,PL,pl87970490k3,PL87970490K3,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5379,Lumen Industries SARL,UK,UK,UK288175499B06,UK288175499B06,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
5382,Delta Technologies BV,UK,UK,UK80821708,UK80821708,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
5386,Kappa Distribution SARL,FI,FI, ,,numero_tva_absent,Numero TVA absent
5388,Solaris Trading SpA,GB,GB,GB77748159599,GB77748159599,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
5394,Delta Materials SAS,SE,SE,575269343101,575269343101,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5399,Azur Trading GmbH,GB,GB,GB8210372580,GB8210372580,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
5401,Meridian Transports NV,DK,DK,DK1725535,DK1725535,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5402,Verso Trading Oy,SE,SE,,,numero_tva_absent,Numero TVA absent
5405,Nord Consulting Oy,SE,SE,SE19193571350,SE19193571350,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5407,Corvus Technologies NV,LU,LU,LU367383800,LU367383800,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5408,Vertex Industries A/S,FR,FR,FR692888819271,FR692888819271,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5412,Vela Transports BV,PL,PL,9394459296,9394459296,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5414,Cobalt Consulting BV,FR,FR,FR202487034G6,FR202487034G6,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5418,Cobalt Industries A/S,BE,BE,BE024212496K,BE024212496K,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5419,Textil Industries BV,BE,BE,,,numero_tva_absent,Numero TVA absent
5420,Hanse Distribution GmbH,LU,LU,LU782539516,LU782539516,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5423,Lumen Materials AB,UK,UK,UK38148131,UK38148131,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
5427,Corvus Materials A/S,FI,FI,60021022,60021022,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5434,Delta Logistics AB,FR,FR,FR4649005610,FR4649005610,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5437,Lusitania Logistics Oy,IT,IT,IT0281740570,IT0281740570,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5438,Meridian Distribution BV,FI,FI,80343715,80343715,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5448,Solaris Services Lda,FR,FR,FR3871259987O,FR3871259987O,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5449,Corvus Services A/S,PT,PT,423202294,423202294,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5450,Corvus Foods BV,FR,FR,-,,numero_tva_absent,Numero TVA absent
5451,Atlantic Consulting SpA,IT,IT,IT.757930G3312,IT757930G3312,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5452,Global Industries NV,BE,BE,0493045357,0493045357,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5456,Verso Industries SAS,NL,NL,NL381540698B603,NL381540698B603,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5457,Ardent Logistics NV,DK,DK,DKM1087064,DKM1087064,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5462,Granit Consulting BV,PT,PT,PT8884K3433,PT8884K3433,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5471,Global Services GmbH,NL,NL,NL820169651B231,NL820169651B231,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5474,Ardent Consulting BV,FI,FI,37348465,37348465,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5478,Vela Technologies SpA,SE,SE,SE39438760720,SE39438760720,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5479,Fabrica Materials Oy,NL,NL,186034209B73,186034209B73,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5483,Vertex Technologies NV,BE,BE,0724642359,0724642359,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5484,Batavia Foods SpA,NL,NL,NL795917429B8,NL795917429B8,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5485,Lusitania Trading BV,IT,IT,IT807283G5635,IT807283G5635,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5491,Nord Distribution BV,NL,NL,915384474B41,915384474B41,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5499,Metallo Materials SA,FI,FI,FI5055635,FI5055635,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5505,Baltic Industries SA,QQ,QQ,QQ83989603,QQ83989603,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5510,Global Materials BV,LU,LU,41266662,41266662,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5516,Verso Consulting SpA,DK,DK,DK1373633,DK1373633,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5519,Kappa Services Oy,PT,PT,PT8643222G8,PT8643222G8,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5524,Hanse Consulting Oy,SE,SE,SE43043388H601,SE43043388H601,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5525,Granit Transports SAS,LU,LU,LU 9750 747J,LU9750747J,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5527,Papyrus Technologies SA,NL,NL,NL89213806HB03,NL89213806HB03,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5530,Corvus Trading SARL,GB,GB,GB43161370924,GB43161370924,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
5533,Delta Trading SA,IT,IT,IT45J46955872,IT45J46955872,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5534,Metallo Transports SA,GB,GB,GB0789893863,GB0789893863,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
5538,Lusitania Materials SAS,DK,DK,DK401190784,DK401190784,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5540,Vela Trading BV,IT,IT,15784391524,15784391524,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5544,Alpine Trading GmbH,UK,UK,UK14148452,UK14148452,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
5545,Azur Services BV,PT,PT,PT7473600O7,PT7473600O7,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5546,Atlantic Materials Oy,DK,DK, ,,numero_tva_absent,Numero TVA absent
