source_id,raison_sociale,pays_declare_brut,pays_declare_normalise,numero_tva_brut,numero_tva_nettoye,structure_verdict,structure_reason,final_verdict,final_origin,checked_at,freshness_days,needs_human_review,needs_vies_verification,review_reason
5479,Fabrica Materials Oy,NL,NL,186034209B73,186034209B73,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5480,Kappa Consulting GmbH,DK,DK,DK38535292,DK38535292,valid,ok_structure,indetermine,pending_vies,,,,True,
5481,Alpine Foods SARL,FR,FR,  FR93719483559 ,FR93719483559,valid,ok_structure,indetermine,pending_vies,,,,True,
5482,Meridian Distribution SpA,LU,LU,LU60971969,LU60971969,valid,ok_structure,indetermine,pending_vies,,,,True,
5483,Vertex Technologies NV,BE,BE,0724642359,0724642359,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5484,Batavia Foods SpA,NL,NL,NL795917429B8,NL795917429B8,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5485,Lusitania Trading BV,IT,IT,IT807283G5635,IT807283G5635,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5486,Baltic Transports SpA,DK,DK,DK39690721,DK39690721,valid,ok_structure,indetermine,pending_vies,,,,True,
5487,Baltic Trading SAS,LU,LU,LU.43486511,LU43486511,valid,ok_structure,indetermine,pending_vies,,,,True,
5488,Batavia Consulting SAS,IT,IT,IT74553515698,IT74553515698,valid,ok_structure,indetermine,pending_vies,,,,True,
5489,Corvus Transports NV,DK,DK,  DK19367959 ,DK19367959,valid,ok_structure,indetermine,pending_vies,,,,True,
5490,Ardent Transports SpA,NL,NL,NL971534457B47,NL971534457B47,valid,ok_structure,indetermine,pending_vies,,,,True,
5491,Nord Distribution BV,NL,NL,915384474B41,915384474B41,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5492,Baltic Services AB,DK,DK,DK92835438,DK92835438,valid,ok_structure,indetermine,pending_vies,,,,True,
5493,Vela Transports Sp. z o.o.,SE,SE,se189572846501,SE189572846501,valid,ok_structure,indetermine,pending_vies,,,,True,
5494,Atlantic Services SA,LU,LU,LU37122001,LU37122001,valid,ok_structure,indetermine,pending_vies,,,,True,
5495,Prima Technologies Sp. z o.o.,FI,FI,FI-92820662,FI92820662,valid,ok_structure,indetermine,pending_vies,,,,True,
5496,Lusitania Trading GmbH,FI,FI,FI36238573,FI36238573,valid,ok_structure,indetermine,pending_vies,,,,True,
5497,Metallo Consulting Sp. z o.o.,FI,FI,FI.71417057,FI71417057,valid,ok_structure,indetermine,pending_vies,,,,True,
5498,Vela Logistics Sp. z o.o.,PT,PT,PT753641968,PT753641968,valid,ok_structure,indetermine,pending_vies,,,,True,
5499,Metallo Materials SA,FI,FI,FI5055635,FI5055635,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5500,Corvus Logistics SARL,DK,DK,DK63949592,DK63949592,valid,ok_structure,indetermine,pending_vies,,,,True,
5501,Solaris Industries SARL,LU,LU,LU-35378207,LU35378207,valid,ok_structure,indetermine,pending_vies,,,,True,
5502,Alpine Transports SA,BE,BE,BE1501641954,BE1501641954,valid,ok_structure,indetermine,pending_vies,,,,True,
5503,Vertex Transports GmbH,FI,FI,FI25252968,FI25252968,valid,ok_structure,indetermine,pending_vies,,,,True,
5504,Granit Logistics SA,DK,DK,DK61605126,DK61605126,valid,ok_structure,indetermine,pending_vies,,,,True,
5505,Baltic Industries SA,QQ,QQ,QQ83989603,QQ83989603,review,pays_hors_referentiel_ue,indetermine,structural_reject,,,True,False,Code pays absent du référentiel UE local
5506,Batavia Foods Oy,PT,PT,PT338787348,PT338787348,valid,ok_structure,indetermine,pending_vies,,,,True,
5507,Verso Materials SpA,DK,DK,DK11286450,DK11286450,valid,ok_structure,indetermine,pending_vies,,,,True,
5508,Atlantic Consulting NV,BE,BE,BE0494835503,BE0494835503,valid,ok_structure,indetermine,pending_vies,,,,True,
5509,Fabrica Logistics SA,LU,LU,LU 6255 8100,LU62558100,valid,ok_structure,indetermine,pending_vies,,,,True,
5510,Global Materials BV,LU,LU,41266662,41266662,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5511,Fabrica Services AB,LU,LU,LU82645905,LU82645905,valid,ok_structure,indetermine,pending_vies,,,,True,
5512,Ardent Distribution SpA,LU,LU,LU53724238,LU53724238,valid,ok_structure,indetermine,pending_vies,,,,True,
5513,Global Materials Sp. z o.o.,PL,PL,PL5868887565,PL5868887565,valid,ok_structure,indetermine,pending_vies,,,,True,
5514,Nord Materials GmbH,PL,PL,PL9944036955,PL9944036955,valid,ok_structure,indetermine,pending_vies,,,,True,
5515,Verso Distribution Sp. z o.o.,NL,NL,nl088571749b35,NL088571749B35,valid,ok_structure,indetermine,pending_vies,,,,True,
5516,Verso Consulting SpA,DK,DK,DK1373633,DK1373633,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5517,Azur Materials BV,IT,IT,IT00744176921,IT00744176921,valid,ok_structure,indetermine,pending_vies,,,,True,
5518,Orion Industries Lda,FI,FI,fi74418864,FI74418864,valid,ok_structure,indetermine,pending_vies,,,,True,
5519,Kappa Services Oy,PT,PT,PT8643222G8,PT8643222G8,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5520,Granit Materials Sp. z o.o.,FI,FI,FI83266764,FI83266764,valid,ok_structure,indetermine,pending_vies,,,,True,
5521,Vertex Services SpA,FI,FI,FI35902178,FI35902178,valid,ok_structure,indetermine,pending_vies,,,,True,
5522,Cobalt Materials A/S,PL,PL,PL9271825235,PL9271825235,valid,ok_structure,indetermine,pending_vies,,,,True,
5523,Cobalt Services SpA,IT,IT,IT77859521695,IT77859521695,valid,ok_structure,indetermine,pending_vies,,,,True,
5524,Hanse Consulting Oy,SE,SE,SE43043388H601,SE43043388H601,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5525,Granit Transports SAS,LU,LU,LU 9750 747J,LU9750747J,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5526,Atlantic Foods Oy,BE,BE,BE.0676154930,BE0676154930,valid,ok_structure,indetermine,pending_vies,,,,True,
5527,Papyrus Technologies SA,NL,NL,NL89213806HB03,NL89213806HB03,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5528,Atlantic Logistics BV,IT,IT,IT81310592779,IT81310592779,valid,ok_structure,indetermine,pending_vies,,,,True,
5529,Lumen Transports NV,PT,PT,PT445138084,PT445138084,valid,ok_structure,indetermine,pending_vies,,,,True,
5530,Corvus Trading SARL,GB,GB,GB43161370924,GB43161370924,review,pays_hors_perimetre_vies,indetermine,structural_reject,,,True,False,Pays présent dans le fichier mais hors Union européenne
5531,Alpine Logistics BV,IT,IT,IT 0528 3784956,IT05283784956,valid,ok_structure,indetermine,pending_vies,,,,True,
5532,Cobalt Foods Sp. z o.o.,FI,FI,FI71863078,FI71863078,valid,ok_structure,indetermine,pending_vies,,,,True,
5533,Delta Trading SA,IT,IT,IT45J46955872,IT45J46955872,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5534,Metallo Transports SA,GB,GB,GB0789893863,GB0789893863,review,pays_hors_perimetre_vies,indetermine,structural_reject,,,True,False,Pays présent dans le fichier mais hors Union européenne
5535,Lusitania Foods SA,LU,LU,LU30538728,LU30538728,valid,ok_structure,indetermine,pending_vies,,,,True,
5536,Meridian Technologies A/S,NL,NL,NL524235156B09,NL524235156B09,valid,ok_structure,indetermine,pending_vies,,,,True,
5537,Delta Distribution GmbH,PT,PT,PT799570451,PT799570451,valid,ok_structure,indetermine,pending_vies,,,,True,
5538,Lusitania Materials SAS,DK,DK,DK401190784,DK401190784,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5539,Nord Materials GmbH,SE,SE,SE353908362001,SE353908362001,valid,ok_structure,indetermine,pending_vies,,,,True,
5540,Vela Trading BV,IT,IT,15784391524,15784391524,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5541,Lusitania Technologies GmbH,FR,FR,FR68838241459,FR68838241459,valid,ok_structure,indetermine,pending_vies,,,,True,
5542,Textil Foods AB,SE,SE,SE736133125451,SE736133125451,valid,ok_structure,indetermine,pending_vies,,,,True,
5543,Granit Logistics NV,LU,LU,LU21827042,LU21827042,valid,ok_structure,indetermine,pending_vies,,,,True,
5544,Alpine Trading GmbH,UK,UK,UK14148452,UK14148452,review,pays_hors_perimetre_vies,indetermine,structural_reject,,,True,False,Pays présent dans le fichier mais hors Union européenne
5545,Azur Services BV,PT,PT,PT7473600O7,PT7473600O7,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5546,Atlantic Materials Oy,DK,DK, ,,review,numero_tva_absent,indetermine,structural_reject,,,True,False,Numéro TVA absent
5547,Lumen Services GmbH,GB,GB,GB96920227000,GB96920227000,review,pays_hors_perimetre_vies,indetermine,structural_reject,,,True,False,Pays présent dans le fichier mais hors Union européenne
5548,Granit Distribution SARL,NL,NL,NL437973402B05,NL437973402B05,valid,ok_structure,indetermine,pending_vies,,,,True,
5549,Verso Distribution Lda,PT,PT,PT586438912,PT586438912,valid,ok_structure,indetermine,pending_vies,,,,True,
5550,Batavia Technologies GmbH,XX,XX,XX75620749,XX75620749,review,pays_hors_referentiel_ue,indetermine,structural_reject,,,True,False,Code pays absent du référentiel UE local
5551,Lumen Transports Oy,IT,IT,IT0613O561901,IT0613O561901,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5552,Corvus Technologies Lda,FI,FI,FI45147292,FI45147292,valid,ok_structure,indetermine,pending_vies,,,,True,
5553,Papyrus Consulting BV,LU,LU,LU47065075,LU47065075,valid,ok_structure,indetermine,pending_vies,,,,True,
5554,Lumen Distribution BV,IT,IT,IT07576675297,IT07576675297,valid,ok_structure,indetermine,pending_vies,,,,True,
5555,Vertex Technologies GmbH,PL,PL,PL58844341669,PL58844341669,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5556,Solaris Technologies Oy,IT,IT,IT47681830767,IT47681830767,valid,ok_structure,indetermine,pending_vies,,,,True,
5557,Atlantic Logistics SpA,DK,DK,DK660317801,DK660317801,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5558,Nord Technologies AB,PT,PT,PT349692777,PT349692777,valid,ok_structure,indetermine,pending_vies,,,,True,
5559,Lumen Industries SAS,QQ,QQ,QQ106562745B13,QQ106562745B13,review,pays_hors_referentiel_ue,indetermine,structural_reject,,,True,False,Code pays absent du référentiel UE local
5560,Azur Technologies A/S,QQ,QQ,QQ880438034B29,QQ880438034B29,review,pays_hors_referentiel_ue,indetermine,structural_reject,,,True,False,Code pays absent du référentiel UE local
5561,Nord Foods SARL,IT,IT,IT63476936644,IT63476936644,valid,ok_structure,indetermine,pending_vies,,,,True,
5562,Verso Industries NV,FR,FR,-,,review,numero_tva_absent,indetermine,structural_reject,,,True,False,Numéro TVA absent
5563,Papyrus Distribution GmbH,NL,NL,NL768317733B84,NL768317733B84,valid,ok_structure,indetermine,pending_vies,,,,True,
5564,Fabrica Industries NV,DK,DK,09576215,09576215,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5565,Papyrus Trading GmbH,DK,DK,DK78733101,DK78733101,valid,ok_structure,indetermine,pending_vies,,,,True,
5566,Atlantic Logistics NV,BE,BE,  BE1869343715 ,BE1869343715,valid,ok_structure,indetermine,pending_vies,,,,True,
5567,Atlantic Materials Oy,NL,NL,095680639B96,095680639B96,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5568,Vela Materials SpA,LU,LU,LU32618020,LU32618020,valid,ok_structure,indetermine,pending_vies,,,,True,
5569,Ardent Distribution NV,NL,NL,NL626617650B5,NL626617650B5,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5570,Fabrica Materials SA,IT,IT,IT 8028 5107134,IT80285107134,valid,ok_structure,indetermine,pending_vies,,,,True,
5571,Alpine Technologies Lda,PT,PT,PT.414521498,PT414521498,valid,ok_structure,indetermine,pending_vies,,,,True,
5572,Ardent Foods Oy,FR,FR,FR28695660790,FR28695660790,valid,ok_structure,indetermine,pending_vies,,,,True,
5573,Metallo Services AB,LU,LU,LU97697269,LU97697269,valid,ok_structure,indetermine,pending_vies,,,,True,
5574,Delta Transports AB,DK,DK,  DK37441961 ,DK37441961,valid,ok_structure,indetermine,pending_vies,,,,True,
5575,Atlantic Foods AB,PL,PL,PL7008584613,PL7008584613,valid,ok_structure,indetermine,pending_vies,,,,True,
5576,Meridian Transports SA,FR,FR,FR.24740918014,FR24740918014,valid,ok_structure,indetermine,pending_vies,,,,True,
5577,Baltic Trading A/S,DK,DK,DK69041791,DK69041791,valid,ok_structure,indetermine,pending_vies,,,,True,
5578,Azur Distribution SA,BE,BE,BE0947670501,BE0947670501,valid,ok_structure,indetermine,pending_vies,,,,True,
5579,Solaris Consulting SARL,FI,FI,39561139,39561139,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5580,Prima Distribution A/S,NL,NL,NL762874892B19,NL762874892B19,valid,ok_structure,indetermine,pending_vies,,,,True,
5581,Hanse Consulting AB,PL,PL,PL7474779814,PL7474779814,valid,ok_structure,indetermine,pending_vies,,,,True,
5582,Cobalt Transports A/S,FI,FI,  FI57731875 ,FI57731875,valid,ok_structure,indetermine,pending_vies,,,,True,
5583,Cobalt Trading BV,DK,DK,DK84706965,DK84706965,valid,ok_structure,indetermine,pending_vies,,,,True,
5584,Batavia Transports A/S,PL,PL,PL9395580636,PL9395580636,valid,ok_structure,indetermine,pending_vies,,,,True,
5585,Alpine Logistics Lda,NL,NL,NL767779447B88,NL767779447B88,valid,ok_structure,indetermine,pending_vies,,,,True,
5586,Nord Transports BV,IT,IT,IT74938912768,IT74938912768,valid,ok_structure,indetermine,pending_vies,,,,True,
5587,Delta Distribution SpA,NL,NL,NL872781562B89,NL872781562B89,valid,ok_structure,indetermine,pending_vies,,,,True,
5588,Granit Foods BV,IT,IT,IT.59148201730,IT59148201730,valid,ok_structure,indetermine,pending_vies,,,,True,
5589,Vela Transports SAS,BE,BE,BE-0535090107,BE0535090107,valid,ok_structure,indetermine,pending_vies,,,,True,
5590,Ardent Logistics AB,NL,NL,NL798933689B58,NL798933689B58,valid,ok_structure,indetermine,pending_vies,,,,True,
5591,Vela Logistics GmbH,FR,FR,  FR47851304442 ,FR47851304442,valid,ok_structure,indetermine,pending_vies,,,,True,
5592,Batavia Industries Lda,IT,IT,49693517895,49693517895,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5593,Meridian Technologies A/S,DK,DK,DK03738396,DK03738396,valid,ok_structure,indetermine,pending_vies,,,,True,
5594,Fabrica Consulting SA,PT,PT,PT549670968,PT549670968,valid,ok_structure,indetermine,pending_vies,,,,True,
5595,Alpine Industries SpA,ZZ,ZZ,ZZ1747565760,ZZ1747565760,review,pays_hors_referentiel_ue,indetermine,structural_reject,,,True,False,Code pays absent du référentiel UE local
5596,Atlantic Foods SAS,IT,IT,IT07173725248,IT07173725248,valid,ok_structure,indetermine,pending_vies,,,,True,
5597,Azur Technologies SARL,PT,PT,PT-239616685,PT239616685,valid,ok_structure,indetermine,pending_vies,,,,True,
5598,Vela Logistics Oy,SE,SE,SE050016680601,SE050016680601,valid,ok_structure,indetermine,pending_vies,,,,True,
5599,Vertex Industries AB,FI,FI,FI74706700,FI74706700,valid,ok_structure,indetermine,pending_vies,,,,True,
5600,Verso Consulting SAS,FR,FR,FR05505960469,FR05505960469,valid,ok_structure,indetermine,pending_vies,,,,True,
5601,Kappa Materials A/S,PT,PT,PT474014720,PT474014720,valid,ok_structure,indetermine,pending_vies,,,,True,
5602,Global Technologies Oy,GB,GB,GB960674629601,GB960674629601,review,pays_hors_perimetre_vies,indetermine,structural_reject,,,True,False,Pays présent dans le fichier mais hors Union européenne
5603,Atlantic Industries AB,FR,FR,FR32400335444,FR32400335444,valid,ok_structure,indetermine,pending_vies,,,,True,
5604,Vela Trading SARL,SE,SE,  SE749364685001 ,SE749364685001,valid,ok_structure,indetermine,pending_vies,,,,True,
5605,Hanse Transports SARL,PT,PT,PT215440528,PT215440528,valid,ok_structure,indetermine,pending_vies,,,,True,
5606,Verso Foods NV,LU,LU,LU-87052819,LU87052819,valid,ok_structure,indetermine,pending_vies,,,,True,
5607,Orion Materials A/S,BE,BE,BE1372J67197,BE1372J67197,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5608,Prima Transports SAS,LU,LU,LU79898936,LU79898936,valid,ok_structure,indetermine,pending_vies,,,,True,
5609,Granit Technologies SARL,FI,FI,FI24134134,FI24134134,valid,ok_structure,indetermine,pending_vies,,,,True,
5610,Papyrus Services Oy,DK,DK,DK94369691,DK94369691,valid,ok_structure,indetermine,pending_vies,,,,True,
5611,Prima Consulting GmbH,SE,SE,SE 4984 30815701,SE498430815701,valid,ok_structure,indetermine,pending_vies,,,,True,
5612,Papyrus Consulting SA,FR,FR,44252607734,44252607734,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5613,Global Trading NV,DK,DK,  DK80131356 ,DK80131356,valid,ok_structure,indetermine,pending_vies,,,,True,
5614,Vertex Consulting AB,DK,DK,94746175,94746175,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5615,Vertex Logistics GmbH,NL,NL,NL161992705B84,NL161992705B84,valid,ok_structure,indetermine,pending_vies,,,,True,
5616,Lumen Transports SA,BE,BE,BE1897848055,BE1897848055,valid,ok_structure,indetermine,pending_vies,,,,True,
5617,Orion Technologies NV,SE,SE,SE436201402101,SE436201402101,valid,ok_structure,indetermine,pending_vies,,,,True,
5618,Textil Transports NV,IT,IT,IT25450692105,IT25450692105,valid,ok_structure,indetermine,pending_vies,,,,True,
5619,Textil Transports AB,BE,BE,BE1165954054,BE1165954054,valid,ok_structure,indetermine,pending_vies,,,,True,
5620,Vela Trading AB,FI,FI,FI13781998,FI13781998,valid,ok_structure,indetermine,pending_vies,,,,True,
5621,Nord Distribution SARL,BE,BE,  BE1536372310 ,BE1536372310,valid,ok_structure,indetermine,pending_vies,,,,True,
5622,Azur Industries AB,FR,FR,FR914397417O4,FR914397417O4,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5623,Fabrica Industries SAS,DK,DK,DK55022011,DK55022011,valid,ok_structure,indetermine,pending_vies,,,,True,
5624,Orion Services AB,PL,PL,PL5723100431,PL5723100431,valid,ok_structure,indetermine,pending_vies,,,,True,
5625,Meridian Materials Sp. z o.o.,BE,BE,BE1457912344,BE1457912344,valid,ok_structure,indetermine,pending_vies,,,,True,
5626,Meridian Trading NV,LU,LU,LU95463016,LU95463016,valid,ok_structure,indetermine,pending_vies,,,,True,
5627,Kappa Consulting SARL,DK,DK,DK5406G440,DK5406G440,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5628,Nord Transports Lda,BE,BE,BE6177712215,BE6177712215,valid,ok_structure,indetermine,pending_vies,,,,True,
5629,Papyrus Technologies Sp. z o.o.,SE,SE,SE85188823300,SE85188823300,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5630,Cobalt Industries Oy,FR,FR,FR24816455891,FR24816455891,valid,ok_structure,indetermine,pending_vies,,,,True,
5631,Delta Distribution SA,DK,DK,DK964289O1,DK964289O1,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5632,Baltic Industries AB,QQ,QQ,QQ41209061799,QQ41209061799,review,pays_hors_referentiel_ue,indetermine,structural_reject,,,True,False,Code pays absent du référentiel UE local
5633,Metallo Transports Sp. z o.o.,LU,LU,LU 2208 6051,LU22086051,valid,ok_structure,indetermine,pending_vies,,,,True,
5634,Ardent Materials AB,PT,PT,PT864090347,PT864090347,valid,ok_structure,indetermine,pending_vies,,,,True,
5635,Meridian Trading Oy,NL,NL,-,,review,numero_tva_absent,indetermine,structural_reject,,,True,False,Numéro TVA absent
5636,Meridian Consulting Oy,PL,PL,PL-1880047795,PL1880047795,valid,ok_structure,indetermine,pending_vies,,,,True,
5637,Atlantic Consulting A/S,FR,FR,-,,review,numero_tva_absent,indetermine,structural_reject,,,True,False,Numéro TVA absent
5638,Hanse Consulting SpA,SE,SE,SE601534418401,SE601534418401,valid,ok_structure,indetermine,pending_vies,,,,True,
5639,Meridian Distribution SARL,IT,IT,IT34996369665,IT34996369665,valid,ok_structure,indetermine,pending_vies,,,,True,
5640,Ardent Distribution Sp. z o.o.,PL,PL,6201858827,6201858827,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5641,Orion Technologies Oy,NL,NL, ,,review,numero_tva_absent,indetermine,structural_reject,,,True,False,Numéro TVA absent
5642,Meridian Trading SARL,FR,FR,FR 2618 6922626,FR26186922626,valid,ok_structure,indetermine,pending_vies,,,,True,
5643,Cobalt Transports SA,FR,FR,FR-28755797007,FR28755797007,valid,ok_structure,indetermine,pending_vies,,,,True,
5644,Solaris Materials A/S,FR,FR,FR20249357644,FR20249357644,valid,ok_structure,indetermine,pending_vies,,,,True,
5645,Ardent Trading SARL,SE,SE,SE189603526607,SE189603526607,valid,ok_structure,indetermine,pending_vies,,,,True,
5646,Atlantic Distribution GmbH,LU,LU,LU81793828,LU81793828,valid,ok_structure,indetermine,pending_vies,,,,True,
5647,Orion Distribution Oy,FI,FI,  FI26878778 ,FI26878778,valid,ok_structure,indetermine,pending_vies,,,,True,
5648,Prima Technologies A/S,NL,NL,NL664146120B3K,NL664146120B3K,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5649,Fabrica Logistics Sp. z o.o.,SE,SE,SE021429986901,SE021429986901,valid,ok_structure,indetermine,pending_vies,,,,True,
5650,Lusitania Consulting Lda,PL,PL,pl1887742564,PL1887742564,valid,ok_structure,indetermine,pending_vies,,,,True,
5651,Lumen Distribution Sp. z o.o.,ZZ,ZZ,ZZ25614581302,ZZ25614581302,review,pays_hors_referentiel_ue,indetermine,structural_reject,,,True,False,Code pays absent du référentiel UE local
5652,Vela Logistics GmbH,DK,DK,DK32875173,DK32875173,valid,ok_structure,indetermine,pending_vies,,,,True,
5653,Batavia Transports SpA,PT,PT,PT40391H913,PT40391H913,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5654,Granit Materials Sp. z o.o.,FI,FI,FI14968055,FI14968055,valid,ok_structure,indetermine,pending_vies,,,,True,
5655,Corvus Industries A/S,PT,PT,PT-114305986,PT114305986,valid,ok_structure,indetermine,pending_vies,,,,True,
5656,Delta Consulting SAS,NL,NL,NL 2912 25366B20,NL291225366B20,valid,ok_structure,indetermine,pending_vies,,,,True,
5657,Lusitania Foods Sp. z o.o.,NL,NL,NL402883731B51,NL402883731B51,valid,ok_structure,indetermine,pending_vies,,,,True,
5658,Atlantic Services Sp. z o.o.,FI,FI,FI86304562,FI86304562,valid,ok_structure,indetermine,pending_vies,,,,True,
5659,Textil Services SpA,NL,NL,NL717862999B288,NL717862999B288,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5660,Solaris Trading AB,DK,DK,DK3942606,DK3942606,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5661,Nord Services BV,LU,LU,LU10766968,LU10766968,valid,ok_structure,indetermine,pending_vies,,,,True,
5662,Prima Foods SpA,SE,SE,SE588601350601,SE588601350601,valid,ok_structure,indetermine,pending_vies,,,,True,
5663,Azur Distribution GmbH,FI,FI,  FI92492531 ,FI92492531,valid,ok_structure,indetermine,pending_vies,,,,True,
5664,Atlantic Materials A/S,FR,FR,FR20625388038,FR20625388038,valid,ok_structure,indetermine,pending_vies,,,,True,
5665,Global Services SA,DK,DK,DK16661783,DK16661783,valid,ok_structure,indetermine,pending_vies,,,,True,
5666,Atlantic Materials SAS,PL,PL,PL96862652970,PL96862652970,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5667,Meridian Distribution SpA,PT,PT,  PT233143459 ,PT233143459,valid,ok_structure,indetermine,pending_vies,,,,True,
5668,Verso Distribution GmbH,DK,DK,DK13413540,DK13413540,valid,ok_structure,indetermine,pending_vies,,,,True,
5669,Baltic Distribution SAS,NL,NL,NL669G86184B19,NL669G86184B19,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5670,Granit Materials A/S,FI,FI,FI08010617,FI08010617,valid,ok_structure,indetermine,pending_vies,,,,True,
5671,Batavia Technologies BV,PT,PT,PT460127610,PT460127610,valid,ok_structure,indetermine,pending_vies,,,,True,
5672,Corvus Materials SA,IT,IT,IT8330647032K,IT8330647032K,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5673,Batavia Transports Sp. z o.o.,FR,FR,FR532169407J0,FR532169407J0,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5674,Kappa Distribution SpA,DK,DK,DK53133088,DK53133088,valid,ok_structure,indetermine,pending_vies,,,,True,
5675,Lusitania Services BV,LU,LU,LU71880137,LU71880137,valid,ok_structure,indetermine,pending_vies,,,,True,
5676,Alpine Materials SAS,SE,SE,SE464124198101,SE464124198101,valid,ok_structure,indetermine,pending_vies,,,,True,
5677,Corvus Technologies Oy,PT,PT,PT337747644,PT337747644,valid,ok_structure,indetermine,pending_vies,,,,True,
5678,Vertex Technologies NV,SE,SE,SE86808842210,SE86808842210,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5679,Cobalt Transports A/S,DK,DK,DK-33198833,DK33198833,valid,ok_structure,indetermine,pending_vies,,,,True,
5680,Metallo Logistics BV,DK,DK,DK26647197,DK26647197,valid,ok_structure,indetermine,pending_vies,,,,True,
5681,Prima Foods BV,PL,PL,2952715782,2952715782,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5682,Verso Services SpA,BE,BE,BE 1996 197741,BE1996197741,valid,ok_structure,indetermine,pending_vies,,,,True,
5683,Textil Trading Lda,BE,BE,BE0793811108,BE0793811108,valid,ok_structure,indetermine,pending_vies,,,,True,
5684,Ardent Consulting Oy,PL,PL,PL1178487664,PL1178487664,valid,ok_structure,indetermine,pending_vies,,,,True,
5685,Baltic Technologies A/S,SE,SE,SE46986H897901,SE46986H897901,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
5686,Atlantic Foods NV,IT,IT,IT41232395289,IT41232395289,valid,ok_structure,indetermine,pending_vies,,,,True,
5687,Vertex Foods SARL,SE,SE,SE325581615301,SE325581615301,valid,ok_structure,indetermine,pending_vies,,,,True,
